method_key,method,section,kind,file,route,group,seed,has_ground_truth,steps,extinctions,final_x,final_y,trajectory,rmse_m,mean_error_m,max_error_m,excluded_points
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1441.csv,,h0,7.0,False,79.0,0.0,619.1,50.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-7\pdr_log_0805_1441_traj_none-manual_android-walking_pf-fixed600_seed-7.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1441.csv,,h0,42.0,False,79.0,0.0,613.4,50.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-42\pdr_log_0805_1441_traj_none-manual_android-walking_pf-fixed600_seed-42.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1441.csv,,h0,100.0,False,79.0,0.0,625.3,106.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-100\pdr_log_0805_1441_traj_none-manual_android-walking_pf-fixed600_seed-100.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1441.csv,,h0,777.0,False,79.0,0.0,609.8,55.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-777\pdr_log_0805_1441_traj_none-manual_android-walking_pf-fixed600_seed-777.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1441.csv,,h0,2024.0,False,79.0,0.0,590.3,57.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-2024\pdr_log_0805_1441_traj_none-manual_android-walking_pf-fixed600_seed-2024.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1442.csv,,h0,1.0,False,76.0,6.0,484.8,254.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-1\pdr_log_0805_1442_traj_none-manual_android-walking_pf-fixed600_seed-1.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1442.csv,,h0,7.0,False,76.0,1.0,640.7,150.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-7\pdr_log_0805_1442_traj_none-manual_android-walking_pf-fixed600_seed-7.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1442.csv,,h0,42.0,False,76.0,5.0,538.2,200.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-42\pdr_log_0805_1442_traj_none-manual_android-walking_pf-fixed600_seed-42.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1442.csv,,h0,100.0,False,76.0,0.0,657.6,142.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-100\pdr_log_0805_1442_traj_none-manual_android-walking_pf-fixed600_seed-100.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1442.csv,,h0,777.0,False,76.0,8.0,431.4,192.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-777\pdr_log_0805_1442_traj_none-manual_android-walking_pf-fixed600_seed-777.csv,,,,
B_fixed,固定粒子数PF,7.2,main,pdr_log_0805_1442.csv,,h0,2024.0,False,76.0,0.0,643.6,141.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\B_fixed\seed-2024\pdr_log_0805_1442_traj_none-manual_android-walking_pf-fixed600_seed-2024.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1438.csv,,h0,1.0,False,105.0,9.0,31.2,309.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-1\pdr_log_0805_1438_traj_none-manual_android-walking_seed-1.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1438.csv,,h0,7.0,False,105.0,11.0,31.5,311.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-7\pdr_log_0805_1438_traj_none-manual_android-walking_seed-7.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1438.csv,,h0,42.0,False,105.0,9.0,37.1,308.5,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-42\pdr_log_0805_1438_traj_none-manual_android-walking_seed-42.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1438.csv,,h0,100.0,False,105.0,12.0,37.1,307.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-100\pdr_log_0805_1438_traj_none-manual_android-walking_seed-100.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1438.csv,,h0,777.0,False,105.0,11.0,35.6,307.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-777\pdr_log_0805_1438_traj_none-manual_android-walking_seed-777.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1438.csv,,h0,2024.0,False,105.0,11.0,35.4,308.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-2024\pdr_log_0805_1438_traj_none-manual_android-walking_seed-2024.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1441.csv,,h0,1.0,False,79.0,0.0,617.0,50.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-1\pdr_log_0805_1441_traj_none-manual_android-walking_seed-1.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1441.csv,,h0,7.0,False,79.0,0.0,607.1,48.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-7\pdr_log_0805_1441_traj_none-manual_android-walking_seed-7.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1441.csv,,h0,42.0,False,79.0,0.0,613.1,49.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-42\pdr_log_0805_1441_traj_none-manual_android-walking_seed-42.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1441.csv,,h0,100.0,False,79.0,0.0,613.3,51.1,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-100\pdr_log_0805_1441_traj_none-manual_android-walking_seed-100.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1441.csv,,h0,777.0,False,79.0,0.0,607.1,56.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-777\pdr_log_0805_1441_traj_none-manual_android-walking_seed-777.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1441.csv,,h0,2024.0,False,79.0,0.0,606.2,51.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-2024\pdr_log_0805_1441_traj_none-manual_android-walking_seed-2024.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1442.csv,,h0,1.0,False,76.0,1.0,659.4,153.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-1\pdr_log_0805_1442_traj_none-manual_android-walking_seed-1.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1442.csv,,h0,7.0,False,76.0,3.0,626.0,198.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-7\pdr_log_0805_1442_traj_none-manual_android-walking_seed-7.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1442.csv,,h0,42.0,False,76.0,1.0,668.8,152.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-42\pdr_log_0805_1442_traj_none-manual_android-walking_seed-42.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1442.csv,,h0,100.0,False,76.0,1.0,635.3,145.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-100\pdr_log_0805_1442_traj_none-manual_android-walking_seed-100.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1442.csv,,h0,777.0,False,76.0,1.0,668.4,154.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-777\pdr_log_0805_1442_traj_none-manual_android-walking_seed-777.csv,,,,
C_adaptive,移動様態適応PF,7.3,main,pdr_log_0805_1442.csv,,h0,2024.0,False,76.0,2.0,665.0,152.1,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\C_adaptive\seed-2024\pdr_log_0805_1442_traj_none-manual_android-walking_seed-2024.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1438.csv,,h0,1.0,False,105.0,6.0,37.7,234.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-1\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1438.csv,,h0,7.0,False,105.0,5.0,35.8,236.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-7\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1438.csv,,h0,42.0,False,105.0,5.0,35.5,236.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-42\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1438.csv,,h0,100.0,False,105.0,6.0,34.8,231.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-100\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1438.csv,,h0,777.0,False,105.0,5.0,37.1,236.5,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-777\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1438.csv,,h0,2024.0,False,105.0,5.0,34.4,237.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-2024\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1441.csv,,h0,1.0,False,79.0,2.0,607.9,107.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-1\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1441.csv,,h0,7.0,False,79.0,2.0,599.0,109.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-7\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1441.csv,,h0,42.0,False,79.0,2.0,599.3,109.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-42\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1441.csv,,h0,100.0,False,79.0,2.0,598.8,108.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-100\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1441.csv,,h0,777.0,False,79.0,1.0,609.7,105.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-777\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1441.csv,,h0,2024.0,False,79.0,2.0,598.2,110.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-2024\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1442.csv,,h0,1.0,False,76.0,0.0,647.1,129.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-1\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1442.csv,,h0,7.0,False,76.0,0.0,659.9,120.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-7\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1442.csv,,h0,42.0,False,76.0,0.0,638.2,117.2,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-42\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1442.csv,,h0,100.0,False,76.0,1.0,672.4,141.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-100\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1442.csv,,h0,777.0,False,76.0,0.0,672.1,117.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-777\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_proposed,提案方式,7.4,main,pdr_log_0805_1442.csv,,h0,2024.0,False,76.0,0.0,652.8,138.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_proposed\seed-2024\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1438.csv,,h0,1.0,False,105.0,0.0,61.1,223.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-1\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1438.csv,,h0,7.0,False,105.0,0.0,60.6,227.5,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-7\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1438.csv,,h0,42.0,False,105.0,0.0,52.3,219.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-42\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1438.csv,,h0,100.0,False,105.0,0.0,59.8,229.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-100\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1438.csv,,h0,777.0,False,105.0,0.0,57.1,229.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-777\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1438.csv,,h0,2024.0,False,105.0,0.0,86.5,238.5,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-2024\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1441.csv,,h0,1.0,False,79.0,0.0,633.8,105.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-1\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1441.csv,,h0,7.0,False,79.0,0.0,653.8,108.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-7\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1441.csv,,h0,42.0,False,79.0,0.0,559.5,105.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-42\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1441.csv,,h0,100.0,False,79.0,0.0,550.3,110.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-100\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1441.csv,,h0,777.0,False,79.0,0.0,580.9,106.5,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-777\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1441.csv,,h0,2024.0,False,79.0,0.0,645.2,104.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-2024\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1442.csv,,h0,1.0,False,76.0,0.0,600.6,136.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-1\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1442.csv,,h0,7.0,False,76.0,0.0,561.3,144.5,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-7\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1442.csv,,h0,42.0,False,76.0,0.0,591.2,139.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-42\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1442.csv,,h0,100.0,False,76.0,0.0,633.8,132.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-100\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1442.csv,,h0,777.0,False,76.0,0.0,660.5,124.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-777\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_mh,提案方式+複数経路仮説,,variant,pdr_log_0805_1442.csv,,h0,2024.0,False,76.0,0.0,584.2,142.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh\seed-2024\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1438.csv,,h0,1.0,False,105.0,1.0,51.1,228.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-1\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1438.csv,,h0,7.0,False,105.0,1.0,53.4,229.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-7\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1438.csv,,h0,42.0,False,105.0,1.0,56.4,232.1,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-42\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1438.csv,,h0,100.0,False,105.0,0.0,58.3,233.3,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-100\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1438.csv,,h0,777.0,False,105.0,1.0,55.9,230.0,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-777\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1438.csv,,h0,2024.0,False,105.0,0.0,52.0,228.6,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-2024\pdr_log_0805_1438_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1441.csv,,h0,1.0,False,79.0,0.0,644.3,106.1,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-1\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-1.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1441.csv,,h0,7.0,False,79.0,0.0,644.6,105.4,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-7\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-7.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1441.csv,,h0,42.0,False,79.0,0.0,635.0,120.1,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-42\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-42.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1441.csv,,h0,100.0,False,79.0,0.0,640.1,105.7,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-100\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-100.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1441.csv,,h0,777.0,False,79.0,0.0,633.0,111.8,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-777\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-777.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1441.csv,,h0,2024.0,False,79.0,0.0,640.2,108.9,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-2024\pdr_log_0805_1441_traj_enforce-auto_android-walking_seed-2024.csv,,,,
E_mh_bl,提案方式+複数経路仮説+分岐選別尤度(σ=90度),,variant,pdr_log_0805_1442.csv,,h0,1.0,False,76.0,0.0,676.2,123.1,C:\Users\satos\i22satou\pdr_program\results\20260918_133540_evaluation_0805check\runs\E_mh_bl\seed-1\pdr_log_0805_1442_traj_enforce-auto_android-walking_seed-1.csv,,,,
